image_name,lpips,psnr,cos_sim
00523.jpg,0.0361311212182045,22.507824897766117,0.9955151081085204
01619.jpg,0.0389098972082138,25.051989555358887,0.9975320100784302
01593.jpg,0.0401298217475414,21.77752494812012,0.988731563091278
01456.jpg,0.0409294962882995,23.316261768341064,0.9912902116775512
01581.jpg,0.0427283272147178,23.8364577293396,0.996360719203949
01531.jpg,0.0432338304817676,21.952145099639893,0.9909242987632751
00416.jpg,0.043642807751894,22.928216457366943,0.994470477104187
01367.jpg,0.0448561087250709,20.96834659576416,0.9909859299659728
01526.jpg,0.0459049418568611,22.68315553665161,0.993077516555786
01074.jpg,0.0461070649325847,22.173562049865723,0.9892630577087402
00682.jpg,0.0463345572352409,21.488254070281982,0.9911552667617798
00775.jpg,0.0471806302666664,21.56627655029297,0.993794858455658
01823.jpg,0.0473257265985012,22.53343343734741,0.9933934211730956
00645.jpg,0.0476293377578258,22.22074031829834,0.994240701198578
00934.jpg,0.0483111180365085,22.205047607421875,0.9913163185119628
00962.jpg,0.0484117232263088,21.39237880706787,0.9926140308380128
00963.jpg,0.0488618165254592,24.02095317840576,0.9953871369361876
00323.jpg,0.0489943660795688,21.52945041656494,0.9905240535736084
01116.jpg,0.0495407432317733,22.2226619720459,0.9934540390968324
00729.jpg,0.0501321479678154,21.014704704284668,0.9864667654037476
01995.jpg,0.0505589246749877,25.268473625183105,0.9961971640586852
01081.jpg,0.0513335280120372,19.88477349281311,0.9891942143440248
00045.jpg,0.0514935627579689,24.929568767547607,0.9965187907218932
00910.jpg,0.0519927851855754,22.900586128234863,0.9927768707275392
00507.jpg,0.0524529516696929,21.925625801086422,0.9883983135223388
00902.jpg,0.0524679385125637,20.2043890953064,0.9845749139785768
01397.jpg,0.0526905357837677,20.17782211303711,0.9857478141784668
00739.jpg,0.0533753260970115,20.43766021728516,0.9931982755661012
00766.jpg,0.0537052638828754,23.460421562194824,0.9924813508987428
01584.jpg,0.0541502274572849,21.26918315887451,0.9931894540786744
01759.jpg,0.0544465146958828,21.501855850219727,0.9886579513549804
01202.jpg,0.0548816099762916,22.58648157119751,0.9953051805496216
00341.jpg,0.0552919209003448,22.176313400268555,0.990790843963623
01720.jpg,0.0561170950531959,21.144652366638184,0.9936904907226562
00321.jpg,0.0561543479561805,21.63438081741333,0.9909892082214355
01135.jpg,0.0562641397118568,21.22166633605957,0.9883796572685242
01201.jpg,0.0562714412808418,22.068192958831787,0.9940587282180786
01347.jpg,0.0562854073941707,21.86578750610352,0.988515853881836
00231.jpg,0.0563372559845447,19.92744088172913,0.9871620535850524
01680.jpg,0.0564360991120338,21.157326698303223,0.9917812347412108
