image_name,noise_step,lpips,psnr,cos_sim
01619.jpg,420,0.06176909804344177,22.38621711730957,0.9954298734664917
01995.jpg,420,0.07459725439548492,22.01242685317993,0.9919445514678955
00045.jpg,420,0.066463902592659,21.90574884414673,0.9929772615432739
01581.jpg,420,0.04809096083045006,21.711671352386475,0.9941444993019104
00963.jpg,420,0.056222185492515564,21.67837619781494,0.9921749830245972
01456.jpg,420,0.04849686473608017,20.887458324432373,0.9848254323005676
01053.jpg,420,0.09009423851966858,20.826008319854736,0.9913574457168579
00523.jpg,420,0.039039481431245804,20.340261459350586,0.9925996661186218
00416.jpg,420,0.057759884744882584,20.531046390533447,0.9903715252876282
00766.jpg,420,0.055721912533044815,21.83271884918213,0.9890214204788208
00866.jpg,420,0.0817028060555458,20.7810115814209,0.9880418181419373
01526.jpg,420,0.05821651965379715,20.666027069091797,0.9889122247695923
00910.jpg,420,0.09072607755661011,19.867331981658936,0.9853394031524658
01823.jpg,420,0.05705137550830841,20.227203369140625,0.9890450835227966
01206.jpg,420,0.09214484691619873,20.80395221710205,0.9831653833389282
01074.jpg,420,0.06029438227415085,19.754568338394165,0.9818119406700134
00645.jpg,420,0.07248801738023758,20.027096271514893,0.9904419779777527
01593.jpg,420,0.04787062853574753,20.813076496124268,0.98628830909729
01531.jpg,420,0.05551530048251152,20.123977661132812,0.9862645268440247
00740.jpg,420,0.10459842532873154,21.070537567138672,0.9892410039901733
01202.jpg,420,0.07374051958322525,20.406711101531982,0.9922302961349487
00934.jpg,420,0.06831087917089462,20.337023735046387,0.9867385029792786
01116.jpg,420,0.07105059921741486,19.992411136627197,0.9890565872192383
00618.jpg,420,0.08561328798532486,19.52686905860901,0.9808493852615356
00366.jpg,420,0.1196172833442688,21.29152536392212,0.9939230680465698
00259.jpg,420,0.07794629037380219,21.16332769393921,0.9885618686676025
01988.jpg,420,0.10673221945762634,20.04438877105713,0.9858936071395874
00220.jpg,420,0.08440763503313065,19.746429920196533,0.9842517971992493
