image_name,noise_step,lpips,psnr,cos_sim
01619.jpg,400,0.04763251170516014,23.324508666992188,0.9963204264640808
01995.jpg,400,0.0625627338886261,23.2250714302063,0.9939531683921814
00045.jpg,400,0.07840032875537872,22.12937593460083,0.9933428764343262
01581.jpg,400,0.05008572340011597,21.8251633644104,0.9942298531532288
00963.jpg,400,0.0530095100402832,22.39065170288086,0.993310809135437
01456.jpg,400,0.05009913817048073,21.387171745300293,0.9863681793212891
01053.jpg,400,0.07206397503614426,22.102606296539307,0.9935634136199951
00523.jpg,400,0.0417068786919117,20.68758726119995,0.9932010173797607
00416.jpg,400,0.05266866087913513,21.047918796539307,0.9916858077049255
00766.jpg,400,0.05605189874768257,22.262451648712158,0.9900445938110352
00866.jpg,400,0.08854897320270538,20.830376148223877,0.9880204200744629
01526.jpg,400,0.05478512495756149,21.454949378967285,0.9907519221305847
00910.jpg,400,0.06809785962104797,20.742874145507812,0.9881427884101868
01823.jpg,400,0.059684183448553085,20.56398630142212,0.9896512031555176
01206.jpg,400,0.08356528729200363,21.839935779571533,0.986176609992981
01074.jpg,400,0.04964607208967209,20.750701427459717,0.9852520823478699
00645.jpg,400,0.055890679359436035,20.472912788391113,0.9915571212768555
01593.jpg,400,0.05131468176841736,20.373706817626953,0.9845567345619202
01531.jpg,400,0.05623249337077141,20.124428272247314,0.9859583377838135
00740.jpg,400,0.09856734424829483,21.009621620178223,0.9890470504760742
01202.jpg,400,0.06488558650016785,21.386678218841553,0.9938099384307861
00934.jpg,400,0.06122848764061928,20.262224674224854,0.9863647222518921
01116.jpg,400,0.06122825667262077,20.95242977142334,0.9912179112434387
00618.jpg,400,0.06539277732372284,20.607240200042725,0.9850739240646362
00366.jpg,400,0.11268824338912964,22.351090908050537,0.9954001903533936
00259.jpg,400,0.07962337136268616,21.804709434509277,0.9901028275489807
01988.jpg,400,0.07632150501012802,21.18536949157715,0.9888811111450195
00220.jpg,400,0.07470889389514923,20.670616626739502,0.9866727590560913
00498.jpg,400,0.06930574774742126,22.0099139213562,0.9912964701652527
00341.jpg,400,0.0722479596734047,20.730838775634766,0.9869375228881836
01991.jpg,400,0.08066257834434509,21.422693729400635,0.9850167036056519
01016.jpg,400,0.12012527883052826,20.35292625427246,0.9865121841430664
00507.jpg,400,0.06284590065479279,20.613882541656494,0.9844251275062561
00363.jpg,400,0.0916590690612793,20.84491729736328,0.9904301166534424
01954.jpg,400,0.06883532553911209,20.241706371307373,0.990125834941864
00775.jpg,400,0.05054454505443573,19.775145053863525,0.9905995726585388
00120.jpg,400,0.08964130282402039,20.539546012878418,0.9908925294876099
00659.jpg,400,0.0711873471736908,20.670781135559082,0.9888942241668701
01201.jpg,400,0.07863262295722961,20.41754961013794,0.9912919998168945
00682.jpg,400,0.07611815631389618,19.65733051300049,0.9863601922988892
01689.jpg,400,0.08073600381612778,20.396246910095215,0.9879173636436462
00869.jpg,400,0.09640845656394958,20.740821361541748,0.9783281087875366
00323.jpg,400,0.06528756767511368,19.685922861099243,0.9869718551635742
00318.jpg,400,0.10312382876873016,21.679422855377197,0.9934951663017273
00560.jpg,400,0.1050906777381897,20.93634605407715,0.9886525869369507
00597.jpg,400,0.07352931797504425,21.06346607208252,0.9897693991661072
01364.jpg,400,0.11136084794998169,20.129108428955078,0.9869598746299744
01185.jpg,400,0.07620281726121902,20.17191171646118,0.9882889986038208
01710.jpg,400,0.09260953217744827,19.098485708236694,0.9815805554389954
01347.jpg,400,0.07160462439060211,20.14693260192871,0.9830591082572937
00962.jpg,400,0.08092115074396133,20.15265703201294,0.9902687668800354
00038.jpg,400,0.08485734462738037,19.76068139076233,0.9803996086120605
01335.jpg,400,0.12174161523580551,21.474761962890625,0.9905517101287842
00708.jpg,400,0.09629353880882263,20.487699508666992,0.9853777885437012
00556.jpg,400,0.06870660930871964,19.95156764984131,0.9853767156600952
00506.jpg,400,0.0904410183429718,20.441033840179443,0.9856874942779541
00287.jpg,400,0.088287353515625,21.174941062927246,0.9934406876564026
01931.jpg,400,0.11255880445241928,20.294649600982666,0.9884858131408691
00321.jpg,400,0.0727454125881195,19.960240125656128,0.9867364764213562
00093.jpg,400,0.0756566971540451,19.708174467086792,0.9884641170501709
01367.jpg,400,0.0567721351981163,18.678207397460938,0.9846494197845459
00707.jpg,400,0.06396137177944183,21.267740726470947,0.9830286502838135
01759.jpg,400,0.06797128915786743,19.29339289665222,0.9809545278549194
00913.jpg,400,0.08561728149652481,20.150818824768066,0.9738695621490479
01929.jpg,400,0.07720495015382767,20.59868574142456,0.9853971004486084
00378.jpg,400,0.09113118052482605,20.206644535064697,0.9826971292495728
00299.jpg,400,0.09008725732564926,20.747487545013428,0.989759087562561
01873.jpg,400,0.07919223606586456,20.18240451812744,0.9777204394340515
00306.jpg,400,0.08721841871738434,18.866654634475708,0.9862387776374817
