image_name,noise_step,lpips,psnr,cos_sim
01619.jpg,600,0.10078925639390945,17.912827730178833,0.9873526096343994
01995.jpg,600,0.1572187840938568,15.708670616149902,0.9653542041778564
00045.jpg,600,0.177098348736763,16.314921379089355,0.9744545817375183
01581.jpg,600,0.07110051810741425,18.557443618774414,0.9876989126205444
00963.jpg,600,0.17529529333114624,15.756124258041382,0.9705041646957397
01456.jpg,600,0.13390792906284332,15.003150701522827,0.9426931142807007
01053.jpg,600,0.12845070660114288,16.178654432296753,0.9747981429100037
00523.jpg,600,0.07626894861459732,15.538908243179321,0.9775053262710571
00416.jpg,600,0.11724266409873962,16.021188497543335,0.9729272127151489
00766.jpg,600,0.1319567859172821,15.908935070037842,0.9562588334083557
00866.jpg,600,0.22765739262104034,13.792188167572021,0.9423172473907471
01526.jpg,600,0.156875878572464,15.109003782272339,0.9606034159660339
00910.jpg,600,0.19738787412643433,14.407297372817993,0.947627604007721
01823.jpg,600,0.09992440044879913,15.49223780632019,0.9661345481872559
01206.jpg,600,0.2001965045928955,15.302832126617432,0.9367066621780396
01074.jpg,600,0.10905281454324722,14.212231636047363,0.9309197664260864
00645.jpg,600,0.11929136514663696,15.045944452285767,0.969719409942627
01593.jpg,600,0.10560983419418335,15.318834781646729,0.9495900273323059
01531.jpg,600,0.0928717777132988,15.553377866744995,0.9616391658782959
00740.jpg,600,0.1792149394750595,17.49497413635254,0.9753390550613403
01202.jpg,600,0.11459175497293472,15.848938226699829,0.977700412273407
00934.jpg,600,0.1050264835357666,16.155771017074585,0.966502845287323
01116.jpg,600,0.13498686254024506,14.921458959579468,0.9652712345123291
00618.jpg,600,0.20504188537597656,14.282304048538208,0.934379518032074
00366.jpg,600,0.17000217735767365,17.181280851364136,0.985568642616272
00259.jpg,600,0.14693570137023926,16.098754405975342,0.9625596404075623
01988.jpg,600,0.23390978574752808,13.90681505203247,0.9391758441925049
00220.jpg,600,0.18311896920204163,14.016367197036743,0.9422953128814697
00498.jpg,600,0.10996747016906738,17.102993726730347,0.9727993011474609
00341.jpg,600,0.16932013630867004,14.581118822097778,0.9484946727752686
01991.jpg,600,0.202585369348526,15.14871597290039,0.9398567080497742
01016.jpg,600,0.2848116159439087,14.6315336227417,0.9499117136001587
00507.jpg,600,0.12409336119890213,15.87002158164978,0.9550881385803223
00363.jpg,600,0.25087568163871765,16.139559745788574,0.9718993306159973
01954.jpg,600,0.1301635205745697,15.25331735610962,0.9692416787147522
00775.jpg,600,0.11560583114624023,14.388712644577026,0.9674116969108582
00120.jpg,600,0.19379107654094696,14.222967624664307,0.9618250131607056
00659.jpg,600,0.18231436610221863,14.515365362167358,0.953222930431366
01201.jpg,600,0.15529905259609222,14.62073564529419,0.9666545391082764
00682.jpg,600,0.13839475810527802,13.828747272491455,0.9478472471237183
01689.jpg,600,0.12200886011123657,16.47633671760559,0.9708887338638306
