image_name,worse_part,worse_value,all_noise,difference
00646.jpg,bottom,20.549180507659912,19.46027994155884,1.0889005661010707
00832.jpg,center,21.90401077270508,20.81928014755249,1.0847306251525914
00646.jpg,top,20.51417112350464,19.46027994155884,1.0538911819457972
00659.jpg,top,21.723952293396,20.67078113555908,1.0531711578369212
00299.jpg,right,21.79600954055786,20.747487545013428,1.0485219955444336
01989.jpg,top,20.58685779571533,19.54341173171997,1.0434460639953578
01433.jpg,right,21.23079538345337,20.198097229003903,1.0326981544494664
00092.jpg,left,20.765960216522217,19.759411811828613,1.0065484046936035
00913.jpg,top,21.146466732025143,20.150818824768063,0.9956479072570801
00299.jpg,center,21.74223184585572,20.747487545013428,0.9947443008422923
01367.jpg,bottom,19.66963768005371,18.678207397460938,0.9914302825927734
00645.jpg,center,21.46061658859253,20.47291278839112,0.9877038002014089
01768.jpg,center,20.64952850341797,19.670919179916385,0.9786093235015834
00321.jpg,center,20.93684673309326,19.960240125656128,0.9766066074371338
01931.jpg,right,21.26995086669922,20.294649600982662,0.9753012657165563
00832.jpg,right,21.79141521453857,20.81928014755249,0.9721350669860804
01335.jpg,top,22.44590282440185,21.474761962890625,0.9711408615112234
01989.jpg,center,20.5130934715271,19.54341173171997,0.9696817398071289
00038.jpg,bottom,20.72993278503418,19.76068139076233,0.9692513942718506
01347.jpg,top,21.11488342285156,20.14693260192871,0.967950820922848
00299.jpg,bottom,21.71421766281128,20.747487545013428,0.9667301177978516
00498.jpg,right,22.976200580596924,22.0099139213562,0.9662866592407227
01531.jpg,right,21.089859008789062,20.124428272247314,0.965430736541748
00645.jpg,bottom,21.43464088439941,20.47291278839112,0.9617280960082901
01626.jpg,left,21.325817108154297,20.36439657211304,0.9614205360412562
00506.jpg,left,21.4014220237732,20.441033840179443,0.9603881835937571
00220.jpg,right,21.629655361175537,20.670616626739506,0.9590387344360316
01873.jpg,bottom,21.139791011810303,20.18240451812744,0.9573864936828613
00306.jpg,right,19.821648597717285,18.866654634475708,0.9549939632415771
00832.jpg,left,21.77396059036255,20.81928014755249,0.9546804428100586
01019.jpg,bottom,20.27350902557373,19.3272864818573,0.9462225437164307
00934.jpg,top,21.20514869689941,20.262224674224854,0.942924022674557
01364.jpg,center,21.063830852508545,20.12910842895508,0.9347224235534632
01846.jpg,left,19.9226975440979,18.991854190826416,0.9308433532714844
00092.jpg,right,20.68466424942017,19.759411811828613,0.9252524375915563
01206.jpg,top,22.764525413513184,21.839935779571533,0.9245896339416504
01419.jpg,center,21.60974264144897,20.69115400314331,0.9185886383056605
01016.jpg,top,21.27092838287353,20.35292625427246,0.9180021286010707
00268.jpg,top,22.73073673248291,21.81323528289795,0.9175014495849609
00597.jpg,top,21.979541778564453,21.06346607208252,0.9160757064819336
01774.jpg,center,21.105823516845703,20.190448760986328,0.915374755859375
01931.jpg,left,21.208178997039795,20.294649600982662,0.9135293960571325
00268.jpg,center_clear,22.7258038520813,21.81323528289795,0.9125685691833496
01135.jpg,top,19.91614460945129,19.01105165481568,0.9050929546356095
01759.jpg,center,20.19126415252685,19.29339289665222,0.8978712558746267
01364.jpg,left,21.024808883666992,20.12910842895508,0.8957004547119105
01016.jpg,center,21.24847888946533,20.35292625427246,0.8955526351928675
00120.jpg,bottom,21.434133052825928,20.53954601287841,0.8945870399475169
00560.jpg,center,21.82705402374268,20.93634605407715,0.8907079696655309
01539.jpg,left,20.611553192138672,19.72092270851136,0.8906304836273122
00934.jpg,bottom,21.148982048034668,20.262224674224854,0.8867573738098145
01688.jpg,bottom,20.80559015274048,19.919391870498657,0.8861982822418213
01991.jpg,center,22.30617046356201,21.422693729400635,0.883476734161377
00341.jpg,center,21.61319255828857,20.73083877563477,0.8823537826538015
01267.jpg,center,20.396604537963867,19.52044367790222,0.8761608600616455
01581.jpg,center,22.69968748092652,21.8251633644104,0.8745241165161204
01688.jpg,center,20.791189670562744,19.919391870498657,0.8717978000640869
01531.jpg,top,20.99403142929077,20.124428272247314,0.869603157043457
00480.jpg,center,19.97482657432556,19.10572528839112,0.8691012859344411
01364.jpg,right,20.997765064239506,20.12910842895508,0.8686566352844238
01201.jpg,right,21.27569913864136,20.41754961013794,0.8581495285034215
01564.jpg,center,21.8215560913086,20.97393751144409,0.8476185798645126
01689.jpg,right,21.23888731002808,20.39624691009521,0.8426403999328684
00363.jpg,center,21.686782836914062,20.84491729736328,0.8418655395507812
00766.jpg,center,23.09990882873535,22.26245164871216,0.8374571800231898
01347.jpg,center,20.983569622039795,20.14693260192871,0.836637020111084
01774.jpg,top,21.02665662765503,20.190448760986328,0.8362078666687012
01135.jpg,left,19.843885898590088,19.01105165481568,0.832834243774407
00866.jpg,top,21.66266679763794,20.83037614822388,0.832290649414059
00341.jpg,bottom,21.555521488189697,20.73083877563477,0.8246827125549281
00268.jpg,center,22.636988162994385,21.81323528289795,0.8237528800964355
01989.jpg,bottom,20.36648988723755,19.54341173171997,0.8230781555175781
00363.jpg,right,21.66756153106689,20.84491729736328,0.8226442337036097
00045.jpg,right,22.94734239578247,22.12937593460083,0.8179664611816406
01581.jpg,bottom,22.64064311981201,21.8251633644104,0.8154797554016113
00077.jpg,left,21.365206241607662,20.55469989776612,0.8105063438415421
00659.jpg,right,21.47674322128296,20.67078113555908,0.8059620857238805
00682.jpg,center,20.460031032562256,19.65733051300049,0.8027005195617676
00416.jpg,top,21.84875011444092,21.047918796539307,0.8008313179016149
00431.jpg,right,20.17417907714844,19.376702308654785,0.7974767684936559
01074.jpg,center,21.547930240631104,20.75070142745972,0.7972288131713832
01759.jpg,bottom,20.08881092071533,19.29339289665222,0.7954180240631068
01456.jpg,left,22.18083381652832,21.387171745300293,0.7936620712280273
01954.jpg,left,21.032307147979736,20.241706371307373,0.7906007766723633
00740.jpg,right,21.79886579513549,21.009621620178223,0.7892441749572683
01364.jpg,bottom,20.91826200485229,20.12910842895508,0.7891535758972097
00092.jpg,center,20.546553134918213,19.759411811828613,0.7871413230895996
01539.jpg,center,20.506925582885746,19.72092270851136,0.7860028743743861
00934.jpg,left,21.048014163970947,20.262224674224854,0.7857894897460938
01206.jpg,right,22.62352466583252,21.839935779571533,0.7835888862609863
00506.jpg,top,21.21939182281494,20.441033840179443,0.778357982635498
00038.jpg,center,20.53196907043457,19.76068139076233,0.7712876796722412
01846.jpg,top,19.75585460662841,18.991854190826416,0.7640004158019948
00560.jpg,right,21.69400453567505,20.93634605407715,0.7576584815979004
01680.jpg,right,20.78642845153809,20.02969980239868,0.7567286491394078
00962.jpg,left,20.906741619110107,20.15265703201294,0.754084587097168
01584.jpg,right,20.57269811630249,19.819201231002808,0.7534968852996826
01116.jpg,bottom,21.70266628265381,20.95242977142334,0.7502365112304688
01267.jpg,center_clear,20.269346237182617,19.52044367790222,0.7489025592803955
01531.jpg,left,20.867786407470703,20.124428272247314,0.7433581352233887
01185.jpg,top,20.91169595718384,20.17191171646118,0.7397842407226598
01768.jpg,top,20.41037082672119,19.670919179916385,0.739451646804806
01367.jpg,center,19.41667556762696,18.678207397460938,0.7384681701660227
00556.jpg,right,20.68721055984497,19.95156764984131,0.7356429100036621
00963.jpg,center,23.124167919158936,22.39065170288086,0.7335162162780762
01584.jpg,center,20.550425052642822,19.819201231002808,0.7312238216400146
00045.jpg,center_clear,22.8545355796814,22.12937593460083,0.72515964508057
01456.jpg,top,22.10940361022949,21.387171745300293,0.7222318649291957
00707.jpg,center,21.98397159576416,21.267740726470947,0.7162308692932129
01626.jpg,right,21.07755184173584,20.36439657211304,0.7131552696227992
01267.jpg,right,20.231246948242188,19.52044367790222,0.7108032703399658
01846.jpg,right,19.69831943511963,18.991854190826416,0.7064652442932129
00556.jpg,left,20.65770149230957,19.95156764984131,0.7061338424682617
00646.jpg,right,20.16188144683838,19.46027994155884,0.7016015052795375
01759.jpg,top,19.99404072761536,19.29339289665222,0.7006478309631383
00869.jpg,right,21.44041538238525,20.740821361541748,0.6995940208435023
01823.jpg,top,21.258866786956787,20.56398630142212,0.694880485534668
00507.jpg,top,21.30079030990601,20.61388254165649,0.6869077682495188
00506.jpg,center_clear,21.127424240112305,20.441033840179443,0.6863903999328613
01456.jpg,center,22.07266092300415,21.387171745300293,0.6854891777038574
01954.jpg,center_clear,20.925416946411133,20.241706371307373,0.6837105751037598
00306.jpg,bottom,19.54402089118957,18.866654634475708,0.6773662567138636
01526.jpg,top,22.131693363189697,21.454949378967285,0.6767439842224121
00963.jpg,top,23.066272735595703,22.39065170288086,0.6756210327148438
00378.jpg,top,20.875391960144043,20.206644535064697,0.6687474250793457
00363.jpg,center_clear,21.50946617126465,20.84491729736328,0.6645488739013672
00431.jpg,bottom,20.04090070724488,19.376702308654785,0.664198398590095
01600.jpg,center,22.178003787994385,21.515426635742188,0.6625771522521973
01433.jpg,top,20.858678817749023,20.198097229003903,0.6605815887451207
00729.jpg,center,20.323071479797363,19.664108753204346,0.6589627265930176
00299.jpg,top,21.40564680099488,20.747487545013428,0.6581592559814524
01593.jpg,center,21.03112936019897,20.37370681762696,0.6574225425720108
00869.jpg,bottom,21.39606714248657,20.740821361541748,0.6552457809448207
01593.jpg,center_clear,21.02880477905273,20.37370681762696,0.6550979614257706
00729.jpg,left,20.317566394805908,19.664108753204346,0.6534576416015625
00963.jpg,left,23.04037809371948,22.39065170288086,0.6497263908386195
00045.jpg,left,22.777528762817383,22.12937593460083,0.6481528282165527
00318.jpg,top,22.32583522796631,21.6794228553772,0.6464123725891078
00645.jpg,left,21.11788988113404,20.47291278839112,0.6449770927429199
01581.jpg,left,22.46991872787476,21.8251633644104,0.644755363464359
00038.jpg,left,20.4010272026062,19.76068139076233,0.6403458118438721
00963.jpg,right,23.030829429626465,22.39065170288086,0.6401777267456055
01206.jpg,center_clear,22.47980117797852,21.839935779571533,0.639865398406986
00480.jpg,left,19.74364280700684,19.10572528839112,0.6379175186157191
01846.jpg,center,19.62764620780945,18.991854190826416,0.6357920169830322
01873.jpg,top,20.81516742706299,20.18240451812744,0.6327629089355469
00498.jpg,bottom,22.63744115829468,22.0099139213562,0.6275272369384801
01405.jpg,right,20.75139284133911,20.12402534484864,0.6273674964904714
01626.jpg,top,20.98578691482544,20.36439657211304,0.6213903427123988
00934.jpg,center_clear,20.88318109512329,20.262224674224854,0.6209564208984375
01206.jpg,center,22.460389137268063,21.839935779571533,0.6204533576965297
01539.jpg,top,20.33766269683838,19.72092270851136,0.6167399883270193
01419.jpg,right,21.306092739105225,20.69115400314331,0.6149387359619141
01456.jpg,center_clear,22.001993656158447,21.387171745300293,0.6148219108581543
00659.jpg,left,21.285204887390137,20.67078113555908,0.6144237518310582
01689.jpg,center,21.01043462753296,20.39624691009521,0.6141877174377477
00832.jpg,bottom,21.43017053604126,20.81928014755249,0.6108903884887695
01335.jpg,right,22.077901363372803,21.474761962890625,0.6031394004821777
00077.jpg,right,21.15398406982422,20.55469989776612,0.5992841720580984
00740.jpg,center,21.60804033279419,21.009621620178223,0.5984187126159668
00378.jpg,center_clear,20.804564952850345,20.206644535064697,0.5979204177856481
01680.jpg,center,20.62699317932129,20.02969980239868,0.5972933769226074
01759.jpg,left,19.89014267921448,19.29339289665222,0.5967497825622594
00869.jpg,left,21.333348751068115,20.740821361541748,0.5925273895263672
00869.jpg,top,21.333138942718502,20.740821361541748,0.5923175811767543
01016.jpg,bottom,20.944390296936035,20.35292625427246,0.5914640426635742
01929.jpg,left,21.186113357543945,20.59868574142456,0.5874276161193848
01564.jpg,top,21.56123638153076,20.97393751144409,0.5872988700866735
00506.jpg,right,21.02713108062744,20.441033840179443,0.586097240447998
01929.jpg,right,21.18340253829956,20.59868574142456,0.584716796875
01564.jpg,left,21.558258533477783,20.97393751144409,0.584321022033695
01053.jpg,top,22.686896324157715,22.102606296539307,0.5842900276184082
01115.jpg,top,19.20359253883361,18.6214280128479,0.5821645259857107
00597.jpg,center,21.63768529891968,21.06346607208252,0.5742192268371618
00321.jpg,top,20.5290961265564,19.960240125656128,0.5688560009002721
00740.jpg,left,21.577727794647217,21.009621620178223,0.5681061744689941
00500.jpg,right,20.83669900894165,20.27141571044922,0.5652832984924316
01689.jpg,bottom,20.957109928131104,20.39624691009521,0.5608630180358922
00507.jpg,center,21.16658926010132,20.61388254165649,0.5527067184448278
01135.jpg,right,19.5627510547638,19.01105165481568,0.5516993999481201
01346.jpg,right,22.509005069732662,21.958250999450684,0.5507540702819789
00220.jpg,bottom,21.21772527694702,20.670616626739506,0.547108650207516
00659.jpg,center,21.21724843978882,20.67078113555908,0.5464673042297399
01346.jpg,top,22.50399112701416,21.958250999450684,0.5457401275634766
01185.jpg,bottom,20.71338653564453,20.17191171646118,0.5414748191833496
01774.jpg,left,20.73045015335083,20.190448760986328,0.540001392364502
01710.jpg,center_clear,19.63392734527588,19.09848570823669,0.5354416370391881
00645.jpg,top,21.00507497787476,20.47291278839112,0.532162189483639
00120.jpg,top,21.071312427520752,20.53954601287841,0.5317664146423411
00560.jpg,left,21.4678168296814,20.93634605407715,0.5314707756042516
00963.jpg,bottom,22.92041540145874,22.39065170288086,0.5297636985778809
01768.jpg,right,20.19709348678589,19.670919179916385,0.5261743068695033
00618.jpg,center_clear,21.129252910614014,20.607240200042725,0.5220127105712891
01689.jpg,top,20.9171462059021,20.39624691009521,0.5208992958068883
00618.jpg,bottom,21.12733125686645,20.607240200042725,0.5200910568237269
01074.jpg,left,21.26929759979248,20.75070142745972,0.5185961723327601
01074.jpg,top,21.26657247543335,20.75070142745972,0.5158710479736293
00682.jpg,bottom,20.17271041870117,19.65733051300049,0.51537990570068
00416.jpg,left,21.56242847442627,21.047918796539307,0.5145096778869629
01185.jpg,center,20.686039924621586,20.17191171646118,0.5141282081604039
01954.jpg,top,20.74887752532959,20.241706371307373,0.5071711540222168
00500.jpg,top,20.77826738357544,20.27141571044922,0.5068516731262207
01991.jpg,top,21.928915977478027,21.422693729400635,0.5062222480773926
00832.jpg,center_clear,21.32201194763184,20.81928014755249,0.5027318000793493
00366.jpg,center_clear,22.85284996032715,22.351090908050537,0.5017590522766113
01185.jpg,left,20.670206546783447,20.17191171646118,0.4982948303222656
00775.jpg,center,20.2734375,19.775145053863525,0.4982924461364746
00707.jpg,top,21.76537275314331,21.267740726470947,0.4976320266723633
00913.jpg,bottom,20.647094249725345,20.150818824768063,0.4962754249572825
00707.jpg,center_clear,21.761269569396973,21.267740726470947,0.4935288429260254
01116.jpg,right,21.4441442489624,20.95242977142334,0.49171447753905895
01989.jpg,center_clear,20.03436088562012,19.54341173171997,0.49094915390015004
01688.jpg,right,20.41013479232788,19.919391870498657,0.49074292182922363
01593.jpg,right,20.86207389831543,20.37370681762696,0.48836708068846946
01626.jpg,bottom,20.84846019744873,20.36439657211304,0.4840636253356898
00038.jpg,top,20.24225950241089,19.76068139076233,0.48157811164855957
01364.jpg,top,20.60864210128784,20.12910842895508,0.47953367233275657
01206.jpg,left,22.319200038909912,21.839935779571533,0.4792642593383789
00500.jpg,bottom,20.748186111450195,20.27141571044922,0.47677040100097656
00506.jpg,bottom,20.91475009918213,20.441033840179443,0.47371625900268555
00618.jpg,left,21.080799102783203,20.607240200042725,0.4735589027404785
01185.jpg,center_clear,20.637431144714355,20.17191171646118,0.46551942825317383
00431.jpg,top,19.841192960739136,19.376702308654785,0.4644906520843506
00077.jpg,center_clear,21.016685962677,20.55469989776612,0.461986064910878
00775.jpg,right,20.23698568344116,19.775145053863525,0.46184062957763317
01346.jpg,bottom,22.417128086090088,21.958250999450684,0.4588770866394043
01531.jpg,bottom,20.582284927368164,20.124428272247314,0.4578566551208496
00682.jpg,top,20.113844871521,19.65733051300049,0.45651435852051137
00729.jpg,bottom,20.12002468109131,19.664108753204346,0.4559159278869629
00708.jpg,top,20.93616008758545,20.487699508666992,0.44846057891845703
01456.jpg,bottom,21.83557510375977,21.387171745300293,0.4484033584594762
00045.jpg,bottom,22.573013305664062,22.12937593460083,0.4436373710632324
00869.jpg,center_clear,21.182899475097656,20.740821361541748,0.4420781135559082
00560.jpg,top,21.37726783752441,20.93634605407715,0.4409217834472621
01600.jpg,left,21.955993175506592,21.515426635742188,0.4405665397644043
00560.jpg,bottom,21.3765287399292,20.93634605407715,0.4401826858520508
00618.jpg,right,21.045918464660645,20.607240200042725,0.4386782646179199
00766.jpg,left,22.69981622695923,22.26245164871216,0.43736457824706676
01267.jpg,top,19.95762825012207,19.52044367790222,0.43718457221984863
01405.jpg,left,20.56068658828736,20.12402534484864,0.4366612434387207
01019.jpg,left,19.76195693016052,19.3272864818573,0.4346704483032191
00645.jpg,center_clear,20.906665325164795,20.47291278839112,0.43375253677367454
00729.jpg,top,20.09690761566162,19.664108753204346,0.4327988624572754
01335.jpg,center_clear,21.90732955932617,21.474761962890625,0.4325675964355433
00038.jpg,right,20.18986701965332,19.76068139076233,0.4291856288909912
00910.jpg,center,21.17199420928955,20.74287414550781,0.42912006378174183
00321.jpg,right,20.388293266296387,19.960240125656128,0.4280531406402588
01116.jpg,top,21.37720823287964,20.95242977142334,0.42477846145629883
01995.jpg,center_clear,23.649015426635746,23.2250714302063,0.4239439964294469
01873.jpg,center_clear,20.60256719589233,20.18240451812744,0.420162677764889
01823.jpg,right,20.983028411865234,20.56398630142212,0.41904211044311523
00866.jpg,center_clear,21.24797344207764,20.83037614822388,0.41759729385375977
00299.jpg,left,21.16164922714233,20.747487545013428,0.4141616821289027
01931.jpg,center,20.70363759994507,20.294649600982662,0.4089879989624059
01419.jpg,center_clear,21.09968662261963,20.69115400314331,0.40853261947631836
00416.jpg,center,21.454405784606934,21.047918796539307,0.40648698806762695
01526.jpg,center_clear,21.8612003326416,21.454949378967285,0.4062509536743164
01405.jpg,center,20.52769899368286,20.12402534484864,0.4036736488342214
01116.jpg,center_clear,21.354422569274902,20.95242977142334,0.4019927978515625
01347.jpg,right,20.54889440536499,20.14693260192871,0.4019618034362793
00341.jpg,center_clear,21.13068580627441,20.73083877563477,0.39984703063964133
01988.jpg,center_clear,21.584720611572266,21.18536949157715,0.3993511199951172
00120.jpg,right,20.934317111969,20.53954601287841,0.3947710990905904
01931.jpg,bottom,20.687291622161865,20.294649600982662,0.39264202117920277
00500.jpg,left,20.661511421203613,20.27141571044922,0.39009571075439453
00416.jpg,right,21.436870098114014,21.047918796539307,0.38895130157470703
01626.jpg,center_clear,20.753331184387207,20.36439657211304,0.38893461227416637
01688.jpg,top,20.307538509368896,19.919391870498657,0.38814663887023926
01600.jpg,top,21.901113986969,21.515426635742188,0.38568735122681375
00306.jpg,top,19.25086736679077,18.866654634475708,0.3842127323150635
00560.jpg,center_clear,21.31907224655152,20.93634605407715,0.38272619247437234
00077.jpg,top,20.9332537651062,20.55469989776612,0.3785538673400808
00259.jpg,center_clear,22.18278169631958,21.80470943450928,0.3780722618102992
01433.jpg,left,20.57014942169189,20.198097229003903,0.3720521926879883
01433.jpg,center_clear,20.56849479675293,20.198097229003903,0.370397567749027
00220.jpg,center_clear,21.039748191833496,20.670616626739506,0.3691315650939906
00299.jpg,center_clear,21.11634016036988,20.747487545013428,0.3688526153564524
00363.jpg,bottom,21.21112585067749,20.84491729736328,0.366208553314209
00766.jpg,top,22.6279091835022,22.26245164871216,0.36545753479003906
01991.jpg,right,21.785776615142822,21.422693729400635,0.3630828857421875
00597.jpg,right,21.4245343208313,21.06346607208252,0.3610682487487793
01053.jpg,right,22.46215343475341,22.102606296539307,0.3595471382141042
01267.jpg,bottom,19.87667560577393,19.52044367790222,0.35623192787170765
01680.jpg,top,20.38583517074585,20.02969980239868,0.35613536834716797
01688.jpg,left,20.273079872131348,19.919391870498657,0.35368800163269043
01759.jpg,right,19.64567303657532,19.29339289665222,0.35228013992309926
01201.jpg,center_clear,20.767667293548584,20.41754961013794,0.35011768341064453
00077.jpg,center,20.9048080444336,20.55469989776612,0.35010814666748047
00646.jpg,center_clear,19.809690713882446,19.46027994155884,0.34941077232360485
00729.jpg,right,20.01297950744629,19.664108753204346,0.34887075424194336
00707.jpg,left,21.6131591796875,21.267740726470947,0.34541845321655273
01019.jpg,top,19.672508239746094,19.3272864818573,0.34522175788879395
01954.jpg,right,20.586812496185303,20.241706371307373,0.3451061248779297
01600.jpg,bottom,21.858031749725345,21.515426635742188,0.34260511398315785
01584.jpg,center_clear,20.16136646270752,19.819201231002808,0.3421652317047119
01116.jpg,center,21.292729377746586,20.95242977142334,0.34029960632324574
00120.jpg,center_clear,20.87963819503784,20.53954601287841,0.3400921821594274
00597.jpg,center_clear,21.40326499938965,21.06346607208252,0.3397989273071289
01823.jpg,center_clear,20.9030818939209,20.56398630142212,0.3390955924987793
01931.jpg,center_clear,20.63345670700073,20.294649600982662,0.3388071060180664
00480.jpg,right,19.44350838661194,19.10572528839112,0.3377830982208181
01689.jpg,left,20.730347633361816,20.39624691009521,0.3341007232666051
00341.jpg,left,21.06274366378784,20.73083877563477,0.33190488815306907
01531.jpg,center_clear,20.45356273651123,20.124428272247314,0.329134464263916
01564.jpg,center_clear,21.302409172058105,20.97393751144409,0.3284716606140172
01689.jpg,center_clear,20.72469472885132,20.39624691009521,0.32844781875610707
00729.jpg,center_clear,19.98931884765625,19.664108753204346,0.3252100944519043
00500.jpg,center,20.592639446258545,20.27141571044922,0.32122373580932617
00323.jpg,center_clear,20.007073879241943,19.685922861099243,0.3211510181427002
01823.jpg,bottom,20.885050296783447,20.56398630142212,0.3210639953613281
01016.jpg,right,20.670912265777588,20.35292625427246,0.31798601150512695
01929.jpg,bottom,20.914788246154785,20.59868574142456,0.3161025047302246
00093.jpg,top,20.02399682998657,19.708174467086792,0.3158223628997767
00259.jpg,right,22.114903926849365,21.80470943450928,0.31019449234008434
00618.jpg,top,20.91522216796875,20.607240200042725,0.3079819679260254
01367.jpg,top,18.98314833641052,18.678207397460938,0.3049409389495814
00962.jpg,center_clear,20.457589626312256,20.15265703201294,0.3049325942993164
01346.jpg,left,22.26186990737915,21.958250999450684,0.3036189079284668
00500.jpg,center_clear,20.572121143341064,20.27141571044922,0.3007054328918457
00378.jpg,right,20.50713300704956,20.206644535064697,0.3004884719848633
01053.jpg,center,22.402033805847168,22.102606296539307,0.29942750930786133
01954.jpg,center,20.54109573364257,20.241706371307373,0.299389362335198
00120.jpg,left,20.83734035491944,20.53954601287841,0.29779434204102984
00318.jpg,center_clear,21.970648765563965,21.6794228553772,0.291225910186764
00507.jpg,left,20.903029441833496,20.61388254165649,0.2891469001770055
00321.jpg,center_clear,20.246734619140625,19.960240125656128,0.28649449348449707
01539.jpg,right,20.00518798828125,19.72092270851136,0.28426527976989036
00498.jpg,left,22.291975021362305,22.0099139213562,0.2820611000061035
01584.jpg,left,20.09938955307007,19.819201231002808,0.28018832206726074
01405.jpg,top,20.401713848114014,20.12402534484864,0.27768850326537375
00220.jpg,top,20.94814777374268,20.670616626739506,0.27753114700317383
01414.jpg,center_clear,20.0806736946106,19.804141521453857,0.27653217315674183
00431.jpg,center_clear,19.65001225471497,19.376702308654785,0.2733099460601842
01593.jpg,left,20.646116733551025,20.37370681762696,0.27240991592406516
01581.jpg,right,22.09715366363525,21.8251633644104,0.27199029922484996
00366.jpg,top,22.619383335113525,22.351090908050537,0.2682924270629883
00306.jpg,center_clear,19.1321063041687,18.866654634475708,0.26545166969299316
01405.jpg,center_clear,20.38825750350952,20.12402534484864,0.26423215866088157
