image_name,lpips,psnr,cos_sim,lpips_norm,psnr_norm,combined_score
01619.jpg,0.0389098972082138,25.051989555358887,0.9975320100784302,0.015330841475388903,0.9788124321554477,-0.9634815906800588
01995.jpg,0.0505589246749877,25.268473625183105,0.9961971640586852,0.07959992760455332,1.0,-0.9204000723954466
00045.jpg,0.0514935627579689,24.929568767547607,0.9965187907218932,0.08475643836273006,0.9668309558766566,-0.8820745175139265
01581.jpg,0.0427283272147178,23.8364577293396,0.996360719203949,0.036397579249521306,0.8598468054841266,-0.8234492262346054
00963.jpg,0.0488618165254592,24.02095317840576,0.9953871369361876,0.07023677774988475,0.8779036068334106,-0.8076668290835258
01456.jpg,0.0409294962882995,23.316261768341064,0.9912902116775512,0.026473212595607008,0.8089345733505199,-0.7824613607549129
01053.jpg,0.056923434138298,23.987491130828857,0.9958385825157166,0.11471369208266662,0.8746286342045748,-0.7599149421219082
00523.jpg,0.0361311212182045,22.507824897766117,0.9955151081085204,0.0,0.7298118413303183,-0.7298118413303183
00416.jpg,0.043642807751894,22.928216457366943,0.994470477104187,0.04144287840216362,0.770956091332418,-0.7295132129302544
00766.jpg,0.0537052638828754,23.460421562194824,0.9924813508987428,0.09695865957767849,0.8230436734575777,-0.7260850138798992
00866.jpg,0.0575596801936626,23.48928213119507,0.9936907291412354,0.11822393812236395,0.8258682935980877,-0.7076443554757237
01526.jpg,0.0459049418568611,22.68315553665161,0.993077516555786,0.05392334443613325,0.7469716711950815,-0.6930483267589482
00910.jpg,0.0519927851855754,22.900586128234863,0.9927768707275392,0.0875107085615914,0.7682518763131392,-0.6807411677515478
01823.jpg,0.0473257265985012,22.53343343734741,0.9933934211730956,0.061761984802628865,0.7323181812666428,-0.670556196464014
01206.jpg,0.0751028507947921,24.003610610961918,0.9914541840553284,0.21501172109896843,0.8762062679732648,-0.6611945468742964
01074.jpg,0.0461070649325847,22.173562049865723,0.9892630577087402,0.055038481764070994,0.6970971165306897,-0.6420586347666187
00645.jpg,0.0476293377578258,22.22074031829834,0.994240701198578,0.06343704409870007,0.7017145129239497,-0.6382774688252496
01593.jpg,0.0401298217475414,21.77752494812012,0.988731563091278,0.02206131193850302,0.6583364679111021,-0.6362751559725991
01531.jpg,0.0432338304817676,21.952145099639893,0.9909242987632751,0.039186501595293285,0.6754267614849219,-0.6362402598896286
00740.jpg,0.0658699944615364,23.224799633026123,0.993453860282898,0.16407294182381355,0.7999830592794547,-0.6359101174556412
01202.jpg,0.0548816099762916,22.58648157119751,0.9953051805496216,0.1034487025114007,0.7375100687615913,-0.6340613662501906
00934.jpg,0.0483111180365085,22.205047607421875,0.9913163185119628,0.0671985079270585,0.7001786475984778,-0.6329801396714193
01116.jpg,0.0495407432317733,22.2226619720459,0.9934540390968324,0.07398249807614775,0.7019025875900589,-0.6279200895139111
00618.jpg,0.0577103979885578,22.5896430015564,0.9905872344970704,0.11905546633095869,0.7378194819219648,-0.6187640155910061
00366.jpg,0.0795306637883186,23.757569789886475,0.9965568780899048,0.23944049813262733,0.8521259437568078,-0.6126854456241805
00259.jpg,0.0665405690670013,23.021130561828613,0.992528796195984,0.16777258260477826,0.780049711447727,-0.6122771288429487
01988.jpg,0.0683446377515792,23.11873435974121,0.9929924011230468,0.1777258466006589,0.789602317751915,-0.6118764711512561
00220.jpg,0.0578130483627319,22.45239019393921,0.9911646246910096,0.1196218007960291,0.7243863772339116,-0.6047645764378825
00498.jpg,0.0678638666868209,22.914128303527832,0.9929580688476562,0.17507337479067367,0.7695772660197147,-0.594503891229041
00341.jpg,0.0552919209003448,22.176313400268555,0.990790843963623,0.1057124372474486,0.6973663946506524,-0.5916539574032038
01991.jpg,0.0709414407610893,23.036975860595703,0.9897207617759703,0.1920527212478948,0.7816005107417235,-0.5895477894938288
01016.jpg,0.05988185480237,22.398195266723636,0.9916274547576904,0.1310356548394597,0.7190822516317698,-0.5880465967923101
00507.jpg,0.0524529516696929,21.925625801086422,0.9883983135223388,0.0900495024210665,0.6728312844239638,-0.5827817820028973
00363.jpg,0.0754551365971565,23.1748366355896,0.9943612813949584,0.2169553242571563,0.7950931179606172,-0.5781377937034609
01954.jpg,0.0596953034400939,22.273542881011963,0.993794083595276,0.13000642852817892,0.7068823660633032,-0.5768759375351243
